education,branch,skills,interests,career_goal,experience,recommended_career
Undergraduate,Business/BBA,"Public Speaking,Communication,SEO,Project Management,Product Management,Business Strategy",Entrepreneurship,Marketing Manager,"2 projects, 0 internships",Product Manager
Class 12,PCM Stream,"Communication,Python,Chemistry Lab,Mathematics,Physics Lab,Writing","Research,Engineering,Defence",Civil Servant (IAS/IPS),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Negotiation,Legal Writing,Constitutional Law,Law","Government Jobs,Social Impact",Public Prosecutor,"2 projects, 0 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Linear Algebra,AWS,C++","Engineering,Research,Technology",Network Security Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Technical Writing,Constitutional Law,Legal Writing,Leadership,Communication","Law,Social Impact,Government Jobs",Criminal Defense Lawyer,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Law,Legal Writing,Public Speaking,Leadership,Communication,Negotiation",Government Jobs,Public Prosecutor,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Communication,Time Management,Economics,Scrum,Taxation","Government Jobs,Finance,Business",Chartered Accountant,"0 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Chemistry Lab,Mathematics,Physics Lab","Research,Defence",Research Scientist,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Taxation,Scrum,Financial Accounting,SQL,Problem Solving,Data Analytics","Government Jobs,Finance",Chartered Accountant,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Business/BBA,"Communication,Project Management,Product Management,SEO",Media,Product Manager,"0 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"Python,Figma,AWS,Data Structures,C++,Linear Algebra",Engineering,IoT Systems Architect,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Public Speaking,Technical Writing,Legal Writing,Constitutional Law,Law,Negotiation",Social Impact,Public Prosecutor,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Problem Solving,Time Management,Communication,Data Analytics,SQL","Finance,Business",Chartered Accountant,"0 projects, 1 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Scrum,Communication,Economics,Taxation,Time Management,Financial Accounting","Finance,Business,Government Jobs",Unknown Career,"0 projects, 1 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Financial Accounting,Problem Solving,Time Management,Scrum,Communication,Taxation","Finance,Government Jobs",Investment Banker,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Computer Science,"Python,Data Structures,SQL","Business,AI/ML",Cloud Architect,"2 projects, 1 internships",Software Engineer
Undergraduate,Business/BBA,"Sales,Business Strategy,Communication,SEO,Leadership,Project Management",Media,Marketing Manager,"0 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"REST APIs,CSS,Java,Data Structures",AI/ML,AI/ML Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Business/BBA,"Product Management,SEO,Business Strategy","Media,Management,Entrepreneurship",Brand Strategist,"0 projects, 0 internships",Product Manager
Class 12,PCM Stream,"Physics Lab,Writing,Communication,Chemistry Lab","Government Jobs,Defence,Engineering",Civil Servant (IAS/IPS),"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Figma,Linear Algebra,Data Structures,Docker,Kubernetes","Research,Technology,Engineering",Network Security Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Mathematics,Docker,Data Structures,C++,Linear Algebra,Figma",Technology,Network Security Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"NumPy,Mathematics,Communication,Python,Data Visualization,SQL",Business,Data Scientist,"2 projects, 0 internships",Data Analyst
Class 12,PCM Stream,"Physics Lab,Communication,Chemistry Lab,Mathematics","Research,Government Jobs,Defence",Civil Servant (IAS/IPS),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Figma,Mathematics,Data Structures",Technology,VLSI Design Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Mathematics,Physics Lab,Chemistry Lab,Problem Solving","Defence,Research,Government Jobs",High School Physics Teacher,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Data Analytics,Communication,Time Management,Scrum",Business,Chartered Accountant,"0 projects, 1 internships",Chartered Accountant
Class 12,PCM Stream,"Python,Problem Solving,Writing,Chemistry Lab","Engineering,Defence",High School Physics Teacher,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"REST APIs,Java,Algorithms,HTML,SQL","Business,AI/ML,Technology",Software Engineer,"2 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Technical Writing,Law,Constitutional Law,Legal Writing",Law,Criminal Defense Lawyer,"2 projects, 1 internships",Corporate Lawyer
Class 12,PCM Stream,"Python,Physics Lab,Mathematics,Chemistry Lab","Defence,Research",Research Scientist,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Kubernetes,Python,Mathematics","Research,Technology,Engineering",VLSI Design Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Financial Accounting,Data Analytics,Scrum,Time Management,Communication,Taxation",Government Jobs,Investment Banker,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"Kubernetes,C++,Figma,Python,Physics Lab","Technology,Engineering,Research",VLSI Design Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"JavaScript,C++,Algorithms,Python,Git","Technology,Business,AI/ML",DevOps Engineer,"1 projects, 1 internships",Software Engineer
Class 12,PCM Stream,"Chemistry Lab,Writing,Communication,Python","Research,Defence,Engineering",Civil Servant (IAS/IPS),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Financial Accounting,SQL,Economics,Time Management,Scrum","Finance,Business",Chartered Accountant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"Leadership,Communication,Business Strategy",Media,Marketing Manager,"0 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Communication,Law,Constitutional Law,Public Speaking,Leadership","Social Impact,Law,Government Jobs",Criminal Defense Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"Git,Algorithms,Node.js,REST APIs,Python,Java",Technology,DevOps Engineer,"1 projects, 0 internships",Software Engineer
Undergraduate,Computer Science,"Algorithms,React,Git,REST APIs,C++,SQL","AI/ML,Technology",AI/ML Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"C++,Python,AWS,Physics Lab",Technology,VLSI Design Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Writing,Python,Chemistry Lab,Problem Solving","Research,Defence,Engineering",Civil Servant (IAS/IPS),"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Law,Constitutional Law,Legal Writing,Technical Writing,Leadership,Communication","Law,Government Jobs,Social Impact",Criminal Defense Lawyer,"1 projects, 0 internships",Corporate Lawyer
Class 12,PCM Stream,"Physics Lab,Communication,Writing,Mathematics","Research,Engineering,Government Jobs",Research Scientist,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"Mathematics,Communication,NumPy,Pandas,Python","Business,Research,Finance",Data Scientist,"1 projects, 1 internships",Data Analyst
Undergraduate,Business/BBA,"Marketing,Leadership,Public Speaking","Management,Media",Marketing Manager,"0 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"NumPy,Statistics,Python","Finance,Research",Data Scientist,"0 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Communication,Problem Solving,Python,Writing","Government Jobs,Research,Defence",Defense Officer (Army/Navy/Air Force),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Sales,SEO,Project Management","Management,Business",Brand Strategist,"2 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"Data Analytics,NumPy,SQL,Pandas,Statistics","Business,Technology",Actuarial Analyst,"0 projects, 1 internships",Data Analyst
Undergraduate,Electronics & Communication,"Data Structures,Docker,Mathematics",Engineering,VLSI Design Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"Python,Node.js,Data Structures,CSS,SQL,Algorithms","Business,Technology",Software Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Law/LLB,"Technical Writing,Law,Leadership,Negotiation","Social Impact,Law,Government Jobs",Public Prosecutor,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Mathematics,Data Analytics,Statistics","Research,Business,Finance",Data Scientist,"2 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Communication,SQL,Mathematics",Research,Financial Risk Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Data Analytics,SQL,Taxation,Scrum,Financial Accounting","Finance,Government Jobs,Business",Financial Consultant,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Law/LLB,"Legal Writing,Law,Constitutional Law","Law,Social Impact,Government Jobs",Criminal Defense Lawyer,"1 projects, 1 internships",Corporate Lawyer
Class 12,PCM Stream,"Problem Solving,Chemistry Lab,Python,Mathematics","Engineering,Government Jobs,Research",Defense Officer (Army/Navy/Air Force),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"HTML,Git,CSS,React,Algorithms","Technology,Business",Cloud Architect,"1 projects, 1 internships",Software Engineer
Undergraduate,Electronics & Communication,"Figma,C++,Physics Lab","Engineering,Technology,Research",Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Constitutional Law,Communication,Legal Writing,Law,Public Speaking","Government Jobs,Social Impact",Patent Attorney,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Leadership,Public Speaking,Technical Writing","Government Jobs,Social Impact,Law",Public Prosecutor,"2 projects, 0 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Product Management,SEO,Sales,Business Strategy,Leadership,Public Speaking","Media,Management,Entrepreneurship",Management Consultant,"2 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"Communication,Python,NumPy,Statistics,Pandas","Finance,Technology",Data Analyst,"2 projects, 0 internships",Data Analyst
Class 12,PCM Stream,"Communication,Mathematics,Chemistry Lab,Python,Writing","Government Jobs,Research",Civil Servant (IAS/IPS),"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"React,HTML,SQL,C++,CSS",Technology,Data Scientist,"2 projects, 1 internships",Software Engineer
Undergraduate,Computer Science,"Java,Data Structures,REST APIs","AI/ML,Technology,Business",Data Scientist,"2 projects, 1 internships",Software Engineer
Undergraduate,Science/B.Sc,"Communication,Python,Data Analytics,SQL,Pandas","Technology,Finance,Business",Financial Risk Analyst,"2 projects, 0 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Taxation,Data Analytics,SQL,Scrum,Economics",Business,Investment Banker,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Data Analytics,Time Management,Economics,SQL,Taxation","Business,Government Jobs",Chartered Accountant,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"Sales,Public Speaking,Business Strategy,Leadership,Product Management","Media,Business",Management Consultant,"2 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Negotiation,Communication,Technical Writing",Social Impact,Public Prosecutor,"0 projects, 0 internships",Corporate Lawyer
Class 12,PCM Stream,"Communication,Writing,Chemistry Lab",Research,Civil Servant (IAS/IPS),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Time Management,Economics,Data Analytics,Financial Accounting,Scrum,Taxation","Finance,Business,Government Jobs",Chartered Accountant,"0 projects, 1 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Data Analytics,Communication,SQL,Python","Research,Business",Actuarial Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Electronics & Communication,"Python,Mathematics,C++,Kubernetes,Physics Lab",Research,Network Security Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"AWS,Physics Lab,C++","Research,Engineering,Technology",VLSI Design Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"Algorithms,Data Structures,React,C++",Technology,Cloud Architect,"1 projects, 1 internships",Software Engineer
Undergraduate,Commerce/B.Com,"Time Management,Taxation,Data Analytics,Problem Solving,Scrum","Finance,Government Jobs",Investment Banker,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Pandas,Communication,Statistics,Python,Data Analytics","Research,Business,Finance",Data Analyst,"1 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Python,Physics Lab,Mathematics,Problem Solving,Chemistry Lab",Defence,High School Physics Teacher,"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Taxation,Communication,SQL",Government Jobs,Chartered Accountant,"0 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Chemistry Lab,Mathematics,Python,Physics Lab","Defence,Engineering",High School Physics Teacher,"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Public Speaking,Negotiation,Technical Writing,Constitutional Law,Leadership,Legal Writing","Social Impact,Government Jobs",Criminal Defense Lawyer,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Technical Writing,Public Speaking,Legal Writing,Law,Constitutional Law,Negotiation",Law,Public Prosecutor,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"SEO,Sales,Marketing,Leadership,Communication,Product Management",Management,Product Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Leadership,Public Speaking,Law,Legal Writing,Negotiation","Government Jobs,Law",Patent Attorney,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Physics Lab,Data Structures,Figma,Linear Algebra",Research,Embedded Systems Engineer,"1 projects, 0 internships",Embedded Systems Engineer
